study_ID,author_first,year,thermal_strategy,taxa,species,species_OTL,origin,age,sex,trt_temp,bio_hier,trait,response,response_unit,disp_trait,disp_unit,sample_size,corr_coeff,corr_corrected,dispersal_def
34,Le Roy,2018,Ectotherm,Osteichthyes,Poecilia_reticulata,Poecilia reticulata,lab,Adult,Male,22,Organism,Locomotor capacity,Ucrit,BL s,Activity,m s,10,-0.27900193,n,
34,Le Roy,2018,Ectotherm,Osteichthyes,Poecilia_reticulata,Poecilia reticulata,lab,Adult,Female,22,Organism,Locomotor capacity,Ucrit,BL s,Activity,m s,7,0.029188249,n,
34,Le Roy,2018,Ectotherm,Osteichthyes,Poecilia_reticulata,Poecilia reticulata,lab,Adult,Male,30,Organism,Locomotor capacity,Ucrit,BL s,Activity,m s,11,-0.158366488,n,
34,Le Roy,2018,Ectotherm,Osteichthyes,Poecilia_reticulata,Poecilia reticulata,lab,Adult,Female,30,Organism,Locomotor capacity,Ucrit,BL s,Activity,m s,10,0.154782525,n,
35,Jahn,2019,Ectotherm,Osteichthyes,Danio_rerio,Danio rerio,lab,Adult,Mixed,23,Organism,Locomotor capacity,CoT,W kg,Activity,m,25,0.441562767,y,
35,Jahn,2019,Ectotherm,Osteichthyes,Danio_rerio,Danio rerio,lab,Adult,Mixed,23,Organism,Locomotor capacity,CoT,W kg,Exploration,n,25,0.401461331,y,number of dispersal decisions
35,Jahn,2019,Ectotherm,Osteichthyes,Danio_rerio,Danio rerio,lab,Adult,Mixed,23,Cellular,Metabolism,P/O ratio,ratio,Activity,m,20,0.44583521,n,
35,Jahn,2019,Ectotherm,Osteichthyes,Danio_rerio,Danio rerio,lab,Adult,Mixed,23,Cellular,Metabolism,P/O ratio,ratio,Exploration,n,20,0.401309947,n,
35,Jahn,2019,Ectotherm,Osteichthyes,Danio_rerio,Danio rerio,lab,Adult,Mixed,23,Cellular,Metabolism,State III,nmol O min mg,Activity,m,20,-0.270472694,n,
35,Jahn,2019,Ectotherm,Osteichthyes,Danio_rerio,Danio rerio,lab,Adult,Mixed,23,Cellular,Metabolism,State III,nmol O min mg,Exploration,n,20,-0.294236421,n,
35,Jahn,2019,Ectotherm,Osteichthyes,Danio_rerio,Danio rerio,lab,Adult,Mixed,23,Cellular,Metabolism,State IV,nmol O min mg,Activity,m,20,0.0908784,n,
35,Jahn,2019,Ectotherm,Osteichthyes,Danio_rerio,Danio rerio,lab,Adult,Mixed,23,Cellular,Metabolism,State IV,nmol O min mg,Exploration,n,20,0.133134613,n,
36,Rezende,2009,Endotherm,Mammalia,Mus_domesticus,Mus musculus domesticus,lab,Adult,Male,23.5,Organism,Metabolism,Max MR,ml O2 min,Activity,m,49,0.483,n,
36,Rezende,2009,Endotherm,Mammalia,Mus_domesticus,Mus musculus domesticus,lab,Adult,Male,23.5,Organism,Metabolism,Routine MR,ml O2 min,Activity,m,49,0.769,n,
36,Rezende,2009,Endotherm,Mammalia,Mus_domesticus,Mus musculus domesticus,lab,Adult,Male,23.5,Organism,Metabolism,Resting MR,ml O2 min,Activity,m,49,0.419,n,
36,Rezende,2009,Endotherm,Mammalia,Mus_domesticus,Mus musculus domesticus,lab,Adult,Male,23.5,Organism,Locomotor capacity,Sprint speed,m min,Activity,m,49,0.34,n,
36,Rezende,2009,Endotherm,Mammalia,Mus_domesticus,Mus musculus domesticus,lab,Adult,Male,23.5,Organism,Metabolism,Max MR,ml O2 min,Activity,min,49,0.368,n,
36,Rezende,2009,Endotherm,Mammalia,Mus_domesticus,Mus musculus domesticus,lab,Adult,Male,23.5,Organism,Metabolism,Routine MR,ml O2 min,Activity,min,49,0.83,n,
36,Rezende,2009,Endotherm,Mammalia,Mus_domesticus,Mus musculus domesticus,lab,Adult,Male,23.5,Organism,Metabolism,Resting MR,ml O2 min,Activity,min,49,0.467,n,
36,Rezende,2009,Endotherm,Mammalia,Mus_domesticus,Mus musculus domesticus,lab,Adult,Male,23.5,Organism,Locomotor capacity,Sprint speed,m min,Activity,min,49,0.098,n,
36,Rezende,2009,Endotherm,Mammalia,Mus_domesticus,Mus musculus domesticus,lab,Adult,Female,23.5,Organism,Metabolism,Max MR,ml O2 min,Activity,m,47,0.526,n,
36,Rezende,2009,Endotherm,Mammalia,Mus_domesticus,Mus musculus domesticus,lab,Adult,Female,23.5,Organism,Metabolism,Routine MR,ml O2 min,Activity,m,47,0.395,n,
36,Rezende,2009,Endotherm,Mammalia,Mus_domesticus,Mus musculus domesticus,lab,Adult,Female,23.5,Organism,Metabolism,Resting MR,ml O2 min,Activity,m,47,-0.023,n,
36,Rezende,2009,Endotherm,Mammalia,Mus_domesticus,Mus musculus domesticus,lab,Adult,Female,23.5,Organism,Locomotor capacity,Sprint speed,m min,Activity,m,47,0.659,n,
36,Rezende,2009,Endotherm,Mammalia,Mus_domesticus,Mus musculus domesticus,lab,Adult,Female,23.5,Organism,Metabolism,Max MR,ml O2 min,Activity,min,47,0.205,n,
36,Rezende,2009,Endotherm,Mammalia,Mus_domesticus,Mus musculus domesticus,lab,Adult,Female,23.5,Organism,Metabolism,Routine MR,ml O2 min,Activity,min,47,0.535,n,
36,Rezende,2009,Endotherm,Mammalia,Mus_domesticus,Mus musculus domesticus,lab,Adult,Female,23.5,Organism,Metabolism,Resting MR,ml O2 min,Activity,min,47,0.169,n,
36,Rezende,2009,Endotherm,Mammalia,Mus_domesticus,Mus musculus domesticus,lab,Adult,Female,23.5,Organism,Locomotor capacity,Sprint speed,m min,Activity,min,47,-0.182,n,
37,Ousterhout,2018,Ectotherm,Amphibia,Ambystoma_annulatum,Ambystoma annulatum,wild,Juvenile,Mixed,,Organism,Condition,Body condition,index,Dispersal,m detection,27,0.155628672,n,
37,Ousterhout,2018,Ectotherm,Amphibia,Ambystoma_annulatum,Ambystoma annulatum,wild,Juvenile,Mixed,,Organism,Condition,Body condition,index,Exploration,cm,27,0.261021059,n,
38,Bredeweg,2019,Ectotherm,Amphibia,Anaxyrus_boreas,Anaxyrus boreas boreas,wild,Juvenile,Mixed,20,Organism,Condition,Body condition,index,Activity,m,60,0.146745077,n,
38,Bredeweg,2019,Ectotherm,Amphibia,Anaxyrus_boreas,Anaxyrus boreas boreas,wild,Juvenile,Mixed,20,Organism,Locomotor capacity,Max jump,cm,Activity,m,60,0.220548388,n,
38,Bredeweg,2019,Ectotherm,Amphibia,Hyliola_regilla,Pseudacris regilla,wild,Juvenile,Mixed,20,Organism,Condition,Body condition,index,Activity,m,60,0.477018015,n,
38,Bredeweg,2019,Ectotherm,Amphibia,Hyliola_regilla,Pseudacris regilla,wild,Juvenile,Mixed,20,Organism,Locomotor capacity,Max jump,cm,Activity,m,60,0.343558206,n,
38,Bredeweg,2019,Ectotherm,Amphibia,Rana_cascadae,Rana cascadae,wild,Juvenile,Mixed,20,Organism,Condition,Body condition,index,Activity,m,60,0.193461615,n,
38,Bredeweg,2019,Ectotherm,Amphibia,Rana_cascadae,Rana cascadae,wild,Juvenile,Mixed,20,Organism,Locomotor capacity,Max jump,cm,Activity,m,60,0.092690505,n,
39,Serrano,2021,Endotherm,Aves,Neophron_percnopterus,Neophron percnopterus majorensis,wild,Adult,Female,,Organism,Condition,Body condition,index,Dispersal,m,18,0.2983326,n,distance between the birth site and the nest site where birds attempted to breed for the first time
40,Clark,2019,Ectotherm,Osteichthyes,Fundulus_olivaceus,Fundulus olivaceus,wild,Adult,Male,,Organism,Condition,Body condition,index,Activity,m,24,0.342286294,n,
40,Clark,2019,Ectotherm,Osteichthyes,Fundulus_olivaceus,Fundulus olivaceus,wild,Adult,Female,,Organism,Condition,Body condition,index,Activity,m,24,-0.004097874,n,
41,Fattebert,2019,Endotherm,Aves,Athene_noctua,Athene noctua,wild,Adult,Male,,Organism,Condition,Body condition,index,Dispersal,km,40,-0.19097,n,distance from natal site
41,Fattebert,2019,Endotherm,Aves,Athene_noctua,Athene noctua,wild,Adult,Female,,Organism,Condition,Body condition,index,Dispersal,km,50,0.014966649,n,
42,Hewison,2021,Endotherm,Mammalia,Capreolus_capreolus,Capreolus capreolus bedfordi,wild,Juvenile,Male,,Organism,Condition,Body condition,index,Dispersal,km,68,0.208187739,n,distance from natal site
42,Hewison,2021,Endotherm,Mammalia,Capreolus_capreolus,Capreolus capreolus bedfordi,wild,Juvenile,Female,,Organism,Condition,Body condition,index,Dispersal,km,78,0.148176513,n,
43,Searcy,2018,Ectotherm,Amphibia,Rana_clamitans,Rana clamitans melanota,wild,Juvenile,Mixed,,Organism,Condition,Body condition,index,Dispersal,m,246,0.087883885,n,
44,Moore,2016,Ectotherm,Amphibia,Ambystoma_tigrinum,Ambystoma tigrinum,wild,Adult,Mixed,,Organism,Condition,Body condition,index,Dispersal,%,157,0.150856546,n,likelihood of dispersal
45,Spaan,2019,Endotherm,Mammalia,Syncerus_caffer,Syncerus caffer caffer,wild,Adult,Female,,Organism,Condition,Body condition,index,Dispersal,%,415,-0.4,n,likelihood of dispersal
45,Spaan,2019,Endotherm,Mammalia,Syncerus_caffer,Syncerus caffer caffer,wild,Adult,Female,,Organism,Condition,Body condition,index,Dispersal,%,508,-0.53,n,
46,Azpillaga,2018,Endotherm,Aves,Aquila_fasciata,Hieraaetus fasciatus fasciatus,wild,Adult,Female,,Organism,Condition,Body condition,index,Dispersal,km,31,0.261753183,n,
46,Azpillaga,2018,Endotherm,Aves,Aquila_fasciata,Hieraaetus fasciatus fasciatus,wild,Adult,Male,,Organism,Condition,Body condition,index,Dispersal,km,31,0.001,n,
47,Garnier,2021,Endotherm,Mammalia,Capra_pyrenaica,Capra pyrenaica hispanica,wild,Adult,Mixed,,Organism,Condition,Body condition,index,Dispersal,km,169,-0.477560038,n,
47,Garnier,2021,Endotherm,Mammalia,Capra_pyrenaica,Capra pyrenaica hispanica,wild,Adult,Mixed,,Organism,Condition,Body condition,index,Dispersal,km,169,0.393448696,n,
47,Garnier,2021,Endotherm,Mammalia,Capra_pyrenaica,Capra pyrenaica hispanica,wild,Adult,Mixed,,Organism,Condition,Body condition,index,Dispersal,km,169,0.55071941,n,
48,Woodroffe,1993,Endotherm,Mammalia,Meles_meles,Meles meles meles,wild,Adult,Male,,Macromolecule,Hormone,Testosterone,ng ml,Dispersal,%,20,0.81928803,n,
49,Akinyi,2017,Endotherm,Mammalia,Papio_cynocephalus,Papio cynocephalus cynocephalus,wild,Adult,Male,,Macromolecule,Hormone,Glucocorticoids,ng g,Dispersal,%,114,-0.03,n,
49,Akinyi,2017,Endotherm,Mammalia,Papio_cynocephalus,Papio cynocephalus cynocephalus,wild,Adult,Male,,Macromolecule,Hormone,Testosterone,ng g,Dispersal,%,114,0.02,n,
50,Thorlacius,2015,Ectotherm,Osteichthyes,Neogobius_melanostomus,Neogobius melanostomus,wild,Adult,Male,,Organism,Condition,Body condition,index,Exploration,n,50,-0.299634606,n,number of dispersal decisions
50,Thorlacius,2015,Ectotherm,Osteichthyes,Neogobius_melanostomus,Neogobius melanostomus,wild,Adult,Male,,Organism,Condition,Body condition,index,Activity,cm s,50,0.028,n,
51,Louppe,2018,Ectotherm,Amphibia,Xenopus_laevis,Xenopus laevis laevis,wild,Adult,Mixed,,Organism,Locomotor capacity,Endurance,s,Activity,s,53,0.73,n,
52,Atwell,2012,Endotherm,Aves,Junco_hyemalis,Junco hyemalis aikeni,wild,Adult,Mixed,,Macromolecule,Hormone,Corticosterone,ng ml,Exploration,PC1,40,-0.360888981,n,
53,Maes,2012,Ectotherm,Amphibia,Bufo_calamita,Epidalea calamita,wild,Adult,Mixed,,Organism,Locomotor capacity,Endurance,m,Exploration,score,118,0.091,n,minimum convex polygon using all locations of the toadlet during the first minute after latency had passed.
53,Maes,2012,Ectotherm,Amphibia,Bufo_calamita,Epidalea calamita,wild,Adult,Mixed,,Organism,Locomotor capacity,Endurance,m,Activity,,118,0.021,n,
53,Maes,2012,Ectotherm,Amphibia,Bufo_calamita,Epidalea calamita,wild,Adult,Mixed,,Organism,Locomotor capacity,Sprint speed,cm min,Exploration,score,118,0.059,n,
53,Maes,2012,Ectotherm,Amphibia,Bufo_calamita,Epidalea calamita,wild,Adult,Mixed,,Organism,Locomotor capacity,Sprint speed,cm min,Activity,,118,0.19,n,
53,Maes,2012,Ectotherm,Amphibia,Bufo_calamita,Epidalea calamita,wild,Adult,Mixed,,Organism,Locomotor capacity,Endurance,m,Exploration,score,118,-0.029,n,
53,Maes,2012,Ectotherm,Amphibia,Bufo_calamita,Epidalea calamita,wild,Adult,Mixed,,Organism,Locomotor capacity,Endurance,m,Activity,,118,0.064,n,
53,Maes,2012,Ectotherm,Amphibia,Bufo_calamita,Epidalea calamita,wild,Adult,Mixed,,Organism,Locomotor capacity,Sprint speed,cm min,Exploration,score,118,-0.019,n,
53,Maes,2012,Ectotherm,Amphibia,Bufo_calamita,Epidalea calamita,wild,Adult,Mixed,,Organism,Locomotor capacity,Sprint speed,cm min,Activity,,118,0.14,n,
54,Steyn,2016,Ectotherm,Invertebrate,Ceratitis_capitata,Ceratitis capitata,lab,Juvenile,Mixed,25,Organism,Locomotor capacity,Max force,mN,Activity,s,54,0.676466578,n,
55,Barbraud,2003,Endotherm,Aves,Phoenicopterus_ruber,Phoenicopterus ruber ruber,wild,Juvenile,Mixed,,Organism,Condition,Body condition,,Dispersal,,462,0.873,n,movement from natal area
56,Lowe,2006,Ectotherm,Amphibia,Gyrinophilus_porphyriticus,Gyrinophilus porphyriticus,wild,Adult,Mixed,,Organism,Condition,Body condition,,Dispersal,m,115,0.222437094,n,upstream dispersal
57,Liebl,2012,Endotherm,Aves,Passer_domesticus,Passer domesticus domesticus,wild,Adult,Mixed,,Macromolecule,Hormone,Corticosterone,ng ml,Dispersal,km,88,0.155463312,n,
58,Niitepold,2009,Ectotherm,Invertebrate,Melitaea_cinxia,Melitaea cinxia,wild,Adult,Mixed,,Organism,Metabolism,Routine MR,residual (ml CO2 min),Activity,m,52,0.561027551,n,
59,Belgard,2017,Ectotherm,Invertebrate,Panopeus_herbstii,Panopeus herbstii,wild,Adult,Female,,Macromolecule,Condition,Glycogen content,ug mg,Activity,%,50,0.1,n,
59,Belgard,2017,Ectotherm,Invertebrate,Panopeus_herbstii,Panopeus herbstii,wild,Adult,Female,,Macromolecule,Condition,Glycogen content,ug mg,Activity,%,50,0.13,n,
60,Dubois,2010,Ectotherm,Invertebrate,Osmoderma_eremita,Osmoderma eremita,wild,Adult,Female,23.2,Organism,Condition,Body condition,,Activity,,8,-0.87535707,n,
60,Dubois,2010,Ectotherm,Invertebrate,Osmoderma_eremita,Osmoderma eremita,wild,Adult,Male,23.2,Organism,Condition,Body condition,,Activity,,20,0.463680925,n,
61,Chappell,2004,Endotherm,Mammalia,Peromyscus maniculatus sonoriensis,Peromyscus maniculatus sonoriensis,lab,Adult,Mixed,25,Organism,Metabolism,Max MR,,Activity,%,32,-0.346,n,
61,Chappell,2004,Endotherm,Mammalia,Peromyscus maniculatus sonoriensis,Peromyscus maniculatus sonoriensis,lab,Adult,Mixed,25,Organism,Metabolism,Resting MR,,Activity,%,32,0.394,n,
61,Chappell,2004,Endotherm,Mammalia,Peromyscus maniculatus sonoriensis,Peromyscus maniculatus sonoriensis,lab,Adult,Mixed,25,Organism,Locomotor capacity,Sprint speed,,Activity,%,32,0.067,n,
62,Lei,2021,Ectotherm,Reptilia,Varanus salvator,Varanus salvator,wild,Adult,Mixed,,Organism,Condition,Body condition,,Activity,m day,5,-0.333151242,n,
63,Lei,2017,Ectotherm,Reptilia,Varanus panoptes,Varanus panoptes panoptes,wild,Adult,Male,,Organism,Condition,Body condition,,Activity,m day,18,0.131389035,n,
63,Lei,2017,Ectotherm,Reptilia,Varanus panoptes,Varanus panoptes panoptes,wild,Adult,Female,,Organism,Condition,Body condition,,Activity,m day,5,0.688120005,n,
64,Plummer,1996,Ectotherm,Reptilia,Coluber constrictor,Coluber constrictor flaviventris,wild,Adult,Mixed,,Organism,Metabolism,Field MR,ml CO2 g h,Activity,m day,7,-0.328562022,n,
65,Marshall,2019,Ectotherm,Reptilia,Ophiophagus hannah,Ophiophagus hannah,wild,Juvenile,Mixed,,Organism,Condition,Body condition,,Activity,m day,4,0.331473139,n,
65,Marshall,2019,Ectotherm,Reptilia,Ophiophagus hannah,Ophiophagus hannah,wild,Adult,Mixed,,Organism,Condition,Body condition,,Activity,m day,10,-0.376196105,n,
66,Klug,2011,Ectotherm,Reptilia,Coluber constrictor flaviventris,Coluber constrictor flaviventris,wild,Adult,Mixed,,Organism,Condition,Body condition,,Activity,m day,12,-0.056170205,n,
66,Klug,2011,Ectotherm,Reptilia,Pantherophis emoryi,Pantherophis emoryi,wild,Adult,Mixed,,Organism,Condition,Body condition,,Activity,m day,12,-0.042756836,n,
67,Herrera,2014,Ectotherm,Osteichthyes,Sparus aurata,Sparus aurata,lab,Juvenile,Mixed,19,Organism,Metabolism,Routine MR,umol O2 g h ,Activity,%,23,0.602,n,
67,Herrera,2014,Ectotherm,Osteichthyes,Sparus aurata,Sparus aurata,lab,Juvenile,Mixed,19,Organism,Metabolism,Routine MR,umol O2 g h ,Exploration,min,23,0.415,y,latency to go to the open area for the first time
68,Killen,2011,Ectotherm,Osteichthyes,Dicentrarchus labrax,Dicentrarchus labrax,lab,Juvenile,Mixed,20,Organism,Metabolism,Routine MR,mg O2 kg h,Exploration,s,36,0.1625602,y,time to first appear in new arena
68,Killen,2011,Ectotherm,Osteichthyes,Dicentrarchus labrax,Dicentrarchus labrax,lab,Juvenile,Mixed,20,Organism,Metabolism,Routine MR,mg O2 kg h,Activity,n,36,0.1788208,n,
69,Killen,2012,Ectotherm,Osteichthyes,Dicentrarchus labrax,Dicentrarchus labrax,lab,Juvenile,Mixed,22,Organism,Metabolism,Routine MR,mg O2 kg h,Exploration,s,23,0.4304779,y,
69,Killen,2012,Ectotherm,Osteichthyes,Dicentrarchus labrax,Dicentrarchus labrax,lab,Juvenile,Mixed,22,Organism,Metabolism,Routine MR,mg O2 kg h,Activity,n,23,0.4085387,n,
70,Laskowski,2016,Ectotherm,Osteichthyes,Esox lucius,Esox lucius,wild,Adult,Female,11.5,Organism,Metabolism,Standard MR,mg O2 kg h,Activity,PC1,60,-0.321902733,n,
70,Laskowski,2016,Ectotherm,Osteichthyes,Esox lucius,Esox lucius,wild,Adult,Female,11.5,Organism,Condition,Body condition,,Activity,PC1,60,0.269629926,n,
71,Rogowitz,1999,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,Adult,Male,18,Organism,Metabolism,Resting MR,ml O2 h,Activity,cm,12,-0.09,n,
71,Rogowitz,1999,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,Adult,Male,18,Organism,Metabolism,Max MR,ml O2 h,Activity,cm,12,0.02,n,
71,Rogowitz,1999,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,Adult,Male,18,Organism,Metabolism,Aerobic scope,ratio,Activity,cm,12,0.03,n,
71,Rogowitz,1999,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,Adult,Male,18,Organism,Locomotor capacity,Endurance,min,Activity,cm,12,0.13,n,
71,Rogowitz,1999,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,Adult,Male,23,Organism,Metabolism,Resting MR,ml O2 h,Activity,cm,12,0.5,n,
71,Rogowitz,1999,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,Adult,Male,23,Organism,Metabolism,Max MR,ml O2 h,Activity,cm,12,0.01,n,
71,Rogowitz,1999,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,Adult,Male,23,Organism,Metabolism,Aerobic scope,ratio,Activity,cm,12,-0.21,n,
71,Rogowitz,1999,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,Adult,Male,23,Organism,Locomotor capacity,Endurance,min,Activity,cm,12,-0.29,n,
71,Rogowitz,1999,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,Adult,Male,30,Organism,Metabolism,Resting MR,ml O2 h,Activity,cm,12,-0.46,n,
71,Rogowitz,1999,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,Adult,Male,30,Organism,Metabolism,Max MR,ml O2 h,Activity,cm,12,-0.27,n,
71,Rogowitz,1999,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,Adult,Male,30,Organism,Metabolism,Aerobic scope,ratio,Activity,cm,12,-0.23,n,
71,Rogowitz,1999,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,Adult,Male,30,Organism,Locomotor capacity,Endurance,min,Activity,cm,12,-0.002,n,
72,Ros,2006,Ectotherm,Osteichthyes,Oreochromis mossambicus,Oreochromis mossambicus,lab,Adult,Male,26,Organism,Metabolism,Routine MR,mmol O2 kg h,Activity,%,24,0.76,n,
73,Walton,1987,Ectotherm,Amphibia,Bufo woodhousei fowleri,Anaxyrus fowleri,wild,Adult,Mixed,22,Organism,Metabolism,Resting MR,ml O2 h,Activity,,11,-0.43,n,
73,Walton,1987,Ectotherm,Amphibia,Bufo woodhousei fowleri,Anaxyrus fowleri,wild,Adult,Mixed,22,Organism,Metabolism,Max MR,ml O2 h,Activity,,11,0.03,n,
73,Walton,1987,Ectotherm,Amphibia,Bufo woodhousei fowleri,Anaxyrus fowleri,wild,Adult,Mixed,22,Organism,Locomotor capacity,Sprint speed,,Activity,,11,0.1,n,
74,Lei,2021,Ectotherm,Reptilia,Leiolepis belliana,Leiolepis belliana,wild,Adult,Mixed,,Organism,Condition,Body condition,,Activity,m day,12,0.346548073,n,
75,Auer,2016,Ectotherm,Osteichthyes,Salmo trutta,Salmo trutta,wild,Juvenile,Mixed,7.5,Organism,Metabolism,Standard MR,residual O2 consumption (mg O2 h),Activity,% day,23,-0.16,n,
76,Careau,2019,Ectotherm,Invertebrate,Gryllus pennsylvanicus,Gryllus pennsylvanicus,wild,Adult,Mixed,25,Organism,Metabolism,Standard MR,ml CO2 min,Exploration,s,62,-0.1535,y,
77,Fu,2017,Ectotherm,Osteichthyes,Parabramis pekinensis,Parabramis pekinensis,lab,Juvenile,Mixed,20,Organism,Metabolism,Standard MR,residual O2 consumption (mg O2 h),Activity,m,40,0.061,n,
78,Haag,2005,Ectotherm,Invertebrate,Melitaea_cinxia,Melitaea cinxia,wild,Adult,Female,,Organism,Metabolism,Max MR,residual CO2 production (ml CO2 h),Dispersal,,18,-0.4646272,n,connectivity distance
78,Haag,2005,Ectotherm,Invertebrate,Melitaea_cinxia,Melitaea cinxia,wild,Adult,Female,,Organism,Metabolism,Max MR,residual CO2 production (ml CO2 h),Dispersal,,20,0.0166696,n,
79,Kasumovic,2018,Ectotherm,Invertebrate,Nephila plumipes,Nephila plumipes,wild,Adult,Male,,Organism,Locomotor capacity,Sprint speed,mm s,Activity,mm s,57,0.58,n,
79,Kasumovic,2018,Ectotherm,Invertebrate,Nephila plumipes,Nephila plumipes,wild,Adult,Male,,Organism,Metabolism,Aerobic scope,,Activity,mm s,57,0.82,n,
80,Meylan,2002,Ectotherm,Reptilia,Zootoca vivipara,Zootoca vivipara,wild,Juvenile,Mixed,,Organism,Condition,Body condition,,Dispersal,n patches,256,0.1192424,n,Experimental runways
81,Parthasarathy,2018,Ectotherm,Invertebrate,Stegodyphus sarasinorum,Stegodyphus sarasinorum,wild,Adult,Female,,Organism,Condition,Body condition,,Dispersal,,27,-0.003,n,Score for unconnectedness to the natal colonies
82,Schliehe-Dieck,2012,Endotherm,Mammalia,Microcebus murinus,Microcebus murinus,wild,Adult,Mixed,,Organism,Condition,Body condition,,Dispersal,m,19,0.149354752,n,movement away from natal environment
83,Addis,2019,Ectotherm,Amphibia,Gyrinophilus_porphyriticus,Gyrinophilus porphyriticus,wild,Adult,Mixed,,Organism,Locomotor capacity,Sprint speed,m s,Dispersal,m,50,0.057885532,n,distinct movement away from HR
84,Crino,2017,Endotherm,Aves,Taeniopygia guttata,Taeniopygia guttata,wild,Adult,Female,,Organism,Condition,Body condition,,Exploration,s,51,-0.106642154,y,time to new feeder
85,Baugh,2012,Endotherm,Aves,Parus_major,Parus major,lab,Adult,Mixed,,Macromolecule,Hormone,Corticosterone,ng ml,Exploration,score,68,-0.1437098,n,
86,Baugh,2017,Endotherm,Aves,Parus_major,Parus major,wild,Adult,Mixed,,Macromolecule,Hormone,Corticosterone,ng ml,Exploration,score,85,0.115052439,n,
87,Kluen,2014,Endotherm,Aves,Cyanistes caeruleus,Cyanistes caeruleus,wild,Adult,Mixed,,Macromolecule,Immunity,WBC,n,Activity,n,485,0.065,n,
87,Kluen,2014,Endotherm,Aves,Cyanistes caeruleus,Cyanistes caeruleus,wild,Adult,Mixed,,Cellular,Cardiovascular,Haematocrit,%,Activity,n,485,0.015,n,
87,Kluen,2014,Endotherm,Aves,Cyanistes caeruleus,Cyanistes caeruleus,wild,Adult,Mixed,,Macromolecule,Immunity,WBC,n,Activity,n,485,0.17,n,
87,Kluen,2014,Endotherm,Aves,Cyanistes caeruleus,Cyanistes caeruleus,wild,Adult,Mixed,,Macromolecule,Cardiovascular,Haematocrit,%,Activity,n,485,-0.13,n,
88,Seebacher,2021,Ectotherm,Osteichthyes,Gambusia_affinis,Gambusia affinis,wild,Adult,Male,18,Organism,Locomotor capacity,Ucrit,BL s,Activity,m s,12,-0.47937212,n,
88,Seebacher,2021,Ectotherm,Osteichthyes,Gambusia_affinis,Gambusia affinis,wild,Adult,Male,28,Organism,Locomotor capacity,Ucrit,BL s,Activity,m s,13,-0.075425553,n,
88,Seebacher,2021,Ectotherm,Osteichthyes,Gambusia_affinis,Gambusia affinis,wild,Adult,Male,18,Organism,Locomotor capacity,Ucrit,BL s,Activity,m s,11,0.12332218,n,
88,Seebacher,2021,Ectotherm,Osteichthyes,Gambusia_affinis,Gambusia affinis,wild,Adult,Male,28,Organism,Locomotor capacity,Ucrit,BL s,Activity,m s,13,0.459849425,n,
88,Seebacher,2021,Ectotherm,Osteichthyes,Gambusia_affinis,Gambusia affinis,wild,Adult,Male,18,Organism,Locomotor capacity,Ucrit,BL s,Exploration,n,12,-0.57873268,n,# dispersal decisions
88,Seebacher,2021,Ectotherm,Osteichthyes,Gambusia_affinis,Gambusia affinis,wild,Adult,Male,28,Organism,Locomotor capacity,Ucrit,BL s,Exploration,n,13,0.680148109,n,
88,Seebacher,2021,Ectotherm,Osteichthyes,Gambusia_affinis,Gambusia affinis,wild,Adult,Male,18,Organism,Locomotor capacity,Ucrit,BL s,Exploration,n,11,-0.117881554,n,
88,Seebacher,2021,Ectotherm,Osteichthyes,Gambusia_affinis,Gambusia affinis,wild,Adult,Male,28,Organism,Locomotor capacity,Ucrit,BL s,Exploration,n,13,0.349324028,n,
88,Seebacher,2021,Ectotherm,Osteichthyes,Gambusia_affinis,Gambusia affinis,wild,Adult,Male,18,Organism,Locomotor capacity,Ucrit,BL s,Exploration,s,12,-0.771357488,y,time to leave first pool (s) after barrier was lifte
88,Seebacher,2021,Ectotherm,Osteichthyes,Gambusia_affinis,Gambusia affinis,wild,Adult,Male,28,Organism,Locomotor capacity,Ucrit,BL s,Exploration,s,13,0.308881721,y,
88,Seebacher,2021,Ectotherm,Osteichthyes,Gambusia_affinis,Gambusia affinis,wild,Adult,Male,18,Organism,Locomotor capacity,Ucrit,BL s,Exploration,s,11,-0.334129992,y,
88,Seebacher,2021,Ectotherm,Osteichthyes,Gambusia_affinis,Gambusia affinis,wild,Adult,Male,28,Organism,Locomotor capacity,Ucrit,BL s,Exploration,s,13,0.311889196,y,
